cgpa,tenth_percent,twelfth_percent,backlogs,internships,projects,certifications,communication_skill,coding_skill,aptitude_score,technical_skill_score,extracurricular,ats_score,academic_score,experience_score,skill_score,placed
6.93,81.4,75.5,1,1,0,1,3,6,69.2,41.6,3,55.9,0.7387,0.2067,0.5377,0
8.06,56.9,73.0,0,2,2,2,2,3,44.9,49.1,2,56.6,0.7275,0.5333,0.3148,1
7.68,77.8,65.9,1,0,1,3,5,6,66.6,42.5,1,44.5,0.7432,0.18,0.5898,1
6.79,57.1,94.0,0,1,3,5,2,3,54.1,38.6,1,33.6,0.717,0.5467,0.3423,1
7.05,54.2,78.4,0,0,2,2,3,5,90.4,72.2,1,29.0,0.6841,0.2,0.5612,1
5.69,74.9,58.3,2,2,3,1,4,6,72.2,40.2,1,58.5,0.6172,0.5533,0.5765,0
6.94,78.3,49.8,1,0,3,1,5,3,43.5,20.0,0,57.4,0.6671,0.22,0.4006,0
6.91,82.8,75.4,3,1,3,1,7,2,52.6,49.0,2,29.9,0.7409,0.3867,0.4477,0
7.46,78.0,67.3,1,0,2,1,5,5,72.2,89.8,1,80.7,0.7359,0.16,0.5665,0
6.59,78.4,49.4,0,0,2,0,4,4,38.8,36.9,2,70.0,0.649,0.12,0.3963,1
7.72,60.2,73.6,0,0,0,1,1,5,79.3,39.7,1,36.6,0.7203,0.04,0.4678,0
8.31,70.7,64.5,0,1,2,5,6,6,53.5,48.1,0,59.8,0.7538,0.4867,0.5805,1
7.37,53.9,74.9,0,2,2,4,5,7,72.6,81.3,0,52.5,0.6906,0.6133,0.6477,1
7.59,48.0,73.7,0,3,2,0,4,6,54.5,48.9,0,59.7,0.6836,0.62,0.5234,1
7.26,80.9,60.1,0,1,1,5,7,6,48.6,37.6,2,58.1,0.7154,0.4267,0.5957,1
7.2,63.0,76.2,0,1,2,3,3,3,45.6,61.2,0,67.1,0.708,0.4067,0.3469,1
6.41,82.5,61.5,2,1,2,0,4,4,89.2,59.9,2,81.6,0.6803,0.2867,0.5475,0
7.55,85.3,62.4,0,0,2,4,5,5,52.7,63.3,2,60.4,0.7466,0.28,0.5081,1
7.09,64.6,61.1,0,2,2,4,4,4,100.0,36.9,1,64.6,0.6688,0.6133,0.58,1
9.5,79.1,82.7,1,1,2,2,6,5,60.7,45.4,1,81.4,0.8796,0.3667,0.5622,0
8.93,64.1,64.4,1,1,2,3,6,3,42.7,74.1,3,45.3,0.7676,0.4067,0.4281,0
7.62,49.8,85.8,0,0,2,1,7,8,29.5,62.0,0,38.2,0.7204,0.16,0.6184,1
6.36,73.5,91.2,1,0,3,2,6,5,80.2,68.7,1,67.1,0.7297,0.26,0.6206,0
5.98,66.3,58.4,1,0,3,2,5,5,54.5,54.1,1,33.0,0.6107,0.26,0.5135,0
8.51,66.7,40.0,2,2,1,2,4,4,72.8,73.0,4,40.5,0.6923,0.4733,0.4984,1
7.49,95.7,81.6,0,1,1,1,6,8,99.8,60.0,4,82.1,0.8177,0.2667,0.7994,1
7.73,53.7,63.6,0,1,2,2,5,2,70.0,46.1,2,24.1,0.6795,0.3667,0.4401,1
5.28,76.6,56.7,1,1,3,3,5,3,64.1,67.7,1,60.5,0.5974,0.4667,0.4622,0
8.22,60.1,60.3,0,1,0,3,6,6,80.1,40.1,3,29.0,0.712,0.2867,0.6602,1
7.7,82.9,62.6,1,0,2,0,5,5,72.5,81.2,1,62.4,0.7488,0.12,0.5674,0
5.98,75.6,84.9,1,0,1,1,6,3,35.3,72.1,1,88.0,0.7,0.1,0.4058,0
6.68,76.6,70.1,1,1,3,0,4,3,82.0,50.0,3,36.8,0.7006,0.3467,0.486,0
7.49,60.7,84.7,3,0,1,2,7,4,57.2,51.9,0,17.1,0.7379,0.14,0.5415,0
7.26,62.8,74.4,1,0,3,1,3,5,85.7,57.3,3,61.4,0.706,0.22,0.5472,1
6.88,83.1,64.0,2,1,2,4,6,8,67.1,52.1,1,43.7,0.7117,0.4467,0.7014,1
7.09,93.2,62.9,1,0,3,2,4,6,79.4,77.4,3,51.7,0.7447,0.26,0.5983,1
6.92,77.8,75.3,0,2,5,1,7,7,54.0,45.8,1,61.6,0.7288,0.6733,0.6519,1
7.37,61.2,78.7,1,2,2,2,7,4,30.7,29.5,0,65.1,0.7181,0.5333,0.4621,1
8.82,76.1,81.0,1,3,2,1,5,6,68.1,50.6,2,65.3,0.8335,0.66,0.5944,1
4.38,100.0,64.6,4,3,3,0,8,1,75.6,67.8,0,54.5,0.6303,0.68,0.5068,0
6.94,73.2,70.3,0,0,3,0,5,5,48.0,72.2,0,62.8,0.7057,0.18,0.4939,1
7.39,89.5,75.6,0,0,2,2,7,5,54.3,56.9,0,51.6,0.7825,0.2,0.573,1
7.53,63.1,63.0,2,1,1,3,4,8,20.0,44.2,2,49.1,0.6916,0.3467,0.5,0
6.79,71.5,53.2,0,0,5,1,6,8,55.2,54.3,3,54.7,0.6514,0.34,0.6656,1
5.27,79.4,57.5,1,3,0,3,3,4,35.5,43.9,1,65.4,0.6058,0.62,0.3565,0
7.56,76.8,64.9,0,0,4,0,5,3,67.3,20.0,0,43.4,0.7321,0.24,0.4719,1
9.1,62.8,76.6,0,1,1,1,5,3,64.0,40.5,1,58.9,0.8035,0.2667,0.4621,1
5.51,62.3,84.4,0,1,2,2,7,4,58.3,63.7,0,46.7,0.6423,0.3667,0.5448,0
8.15,83.9,50.4,2,2,4,3,4,7,81.8,50.4,0,41.8,0.7431,0.6933,0.6454,1
6.84,86.3,60.2,0,1,2,4,10,5,62.3,49.8,2,73.9,0.7083,0.4467,0.687,1
7.13,90.1,63.3,1,1,2,2,3,6,61.5,73.8,0,61.7,0.7404,0.3667,0.5144,0
6.04,93.6,78.3,1,0,1,1,5,6,63.8,38.6,0,61.8,0.732,0.1,0.5814,0
6.83,73.6,61.1,1,1,1,0,6,3,47.5,40.3,0,38.0,0.6785,0.2267,0.4425,0
8.63,68.3,62.4,0,1,0,1,6,3,75.8,60.6,3,50.6,0.7582,0.2067,0.5275,1
7.84,88.2,49.6,0,1,2,4,4,6,41.5,42.9,1,65.8,0.7367,0.4467,0.4845,0
9.11,80.6,74.3,2,1,2,2,5,3,65.6,42.8,1,61.7,0.8424,0.3667,0.4668,1
8.5,60.2,65.9,0,0,1,1,4,1,79.9,81.3,0,98.0,0.74,0.1,0.3998,0
7.68,59.6,59.5,0,0,2,1,8,2,39.5,36.8,1,59.0,0.6819,0.16,0.4386,0
9.12,77.9,64.6,3,3,4,0,4,7,33.8,42.5,2,43.0,0.8122,0.74,0.5015,1
7.68,69.9,82.7,0,0,3,3,5,4,39.2,62.5,0,47.2,0.7655,0.3,0.4276,1
8.11,71.7,54.9,0,1,2,1,4,5,90.7,54.2,0,39.6,0.7221,0.3267,0.5921,1
6.87,84.9,57.1,4,1,5,4,4,2,47.0,31.7,1,43.4,0.6985,0.6267,0.3411,0
7.27,81.1,84.3,0,2,2,1,2,5,36.4,85.3,3,56.8,0.7771,0.4933,0.3692,1
6.43,88.0,69.0,0,0,1,3,6,4,64.6,41.5,2,46.7,0.714,0.18,0.5338,0
8.29,48.8,76.7,0,0,2,0,4,5,20.0,50.8,3,79.0,0.7282,0.12,0.38,1
5.9,75.0,73.2,1,2,3,0,4,4,40.8,62.4,1,70.9,0.6659,0.5133,0.4025,0
8.06,80.3,67.5,2,1,1,1,3,6,83.5,91.8,1,70.6,0.7727,0.2667,0.5804,0
6.99,53.7,63.5,1,1,1,0,6,3,40.8,48.0,1,50.5,0.6424,0.2267,0.4224,0
8.49,64.1,78.8,4,0,4,5,5,4,53.3,39.4,0,71.4,0.7818,0.44,0.4699,1
8.03,61.9,83.1,0,0,3,3,5,4,63.3,63.5,1,73.4,0.7639,0.3,0.4999,1
9.2,72.3,82.1,1,2,3,1,4,5,63.3,90.5,0,83.7,0.846,0.5533,0.5099,1
8.0,91.5,52.6,0,1,3,2,6,5,48.4,57.3,0,45.3,0.7605,0.4267,0.5252,1
5.47,96.3,85.0,2,2,2,2,4,4,67.8,50.1,4,55.2,0.7266,0.5333,0.4835,0
7.13,62.2,63.3,3,3,0,2,5,4,84.0,61.7,4,41.5,0.6703,0.58,0.5621,1
5.91,78.3,58.2,0,1,3,0,5,5,38.9,20.0,2,98.0,0.6368,0.3467,0.4667,1
6.63,78.7,65.8,2,1,1,1,2,6,49.3,44.5,0,51.4,0.6928,0.2667,0.4478,0
8.86,76.7,78.8,1,1,1,0,9,4,56.1,24.0,0,78.0,0.8318,0.2267,0.5983,1
7.9,76.8,75.0,0,2,5,4,6,3,70.6,48.9,0,57.8,0.7746,0.7933,0.5118,1
6.43,75.6,64.7,1,1,0,1,5,5,58.6,46.3,3,70.8,0.6724,0.2067,0.5258,0
6.08,92.3,78.9,4,0,0,2,6,6,55.7,20.0,0,54.7,0.7321,0.08,0.5871,0
7.24,85.2,69.8,0,2,1,4,9,2,30.1,58.0,0,71.6,0.7494,0.5533,0.4403,1
5.86,59.3,60.6,0,1,3,1,7,2,37.6,65.5,2,60.0,0.5927,0.3867,0.4028,1
6.46,81.5,58.8,4,2,5,0,6,3,61.5,51.7,1,85.7,0.6739,0.6333,0.4844,1
7.54,82.7,73.3,0,0,1,1,4,4,48.8,29.0,2,60.5,0.7673,0.1,0.4263,0
8.47,75.8,66.9,0,1,2,2,4,1,51.8,76.5,1,42.0,0.7803,0.3667,0.3155,0
7.87,85.6,50.1,1,1,3,1,2,6,56.9,87.3,1,64.3,0.7327,0.3867,0.4707,0
4.68,74.3,79.0,1,1,2,0,4,4,100.0,61.8,3,55.2,0.6172,0.2867,0.58,0
7.53,74.4,61.8,0,0,1,0,6,1,49.0,49.0,0,37.2,0.7171,0.06,0.3671,0
7.28,73.5,88.7,0,0,1,2,6,2,83.0,49.2,0,61.8,0.7693,0.14,0.5089,1
7.66,47.8,49.8,2,1,2,2,6,4,81.6,62.4,1,43.9,0.6266,0.3667,0.5849,0
8.98,71.0,65.7,0,3,0,0,4,1,72.5,56.5,1,50.8,0.7906,0.5,0.3774,1
4.93,64.0,58.9,1,0,3,3,6,6,42.7,62.4,1,55.7,0.5537,0.3,0.5482,0
6.55,57.8,55.3,2,0,1,1,6,5,60.5,62.6,1,18.5,0.6102,0.1,0.5614,0
7.85,89.2,61.7,0,1,3,0,1,6,51.0,42.5,1,47.2,0.7697,0.3467,0.4229,0
5.46,78.1,91.0,2,0,2,1,6,2,94.3,41.0,1,71.6,0.6957,0.16,0.5428,0
8.82,71.6,69.9,1,0,2,2,9,5,65.4,50.2,3,51.5,0.7949,0.2,0.6662,1
7.61,65.2,57.7,3,1,3,2,4,3,54.2,62.9,0,20.8,0.6876,0.4267,0.4025,0
8.13,75.6,44.2,0,1,0,1,1,4,90.1,28.5,3,53.5,0.706,0.2067,0.4604,0
6.57,83.9,45.6,0,0,1,1,4,5,51.7,51.1,1,63.7,0.6524,0.1,0.475,0
8.1,62.1,61.0,1,0,2,1,2,4,67.9,54.4,0,49.6,0.7125,0.16,0.4238,0
8.38,71.9,59.8,3,3,3,1,4,6,70.6,46.7,0,50.2,0.748,0.72,0.5719,1
7.46,82.4,65.1,4,1,3,1,3,5,64.3,78.8,1,47.0,0.7416,0.3867,0.4828,0
7.46,48.8,40.0,0,1,2,1,7,4,56.1,75.9,2,66.2,0.5948,0.3267,0.5383,1
7.5,71.3,66.8,0,0,3,1,6,6,73.1,62.1,1,40.2,0.7202,0.22,0.6392,1
6.25,66.8,81.4,0,2,1,0,6,7,46.7,85.1,1,64.8,0.683,0.3933,0.6,1
7.04,70.4,89.1,1,2,0,1,7,5,78.0,69.9,0,50.2,0.7506,0.3733,0.6441,1
7.03,66.0,43.4,2,0,1,0,4,7,52.9,57.3,1,77.6,0.625,0.06,0.5588,0
7.62,73.7,57.6,1,1,4,2,5,4,82.1,46.9,3,46.3,0.7092,0.4867,0.5562,1
8.3,95.1,56.9,0,1,2,1,9,4,76.8,48.3,1,35.0,0.7949,0.3267,0.6605,1
6.04,68.1,69.9,3,0,2,2,6,5,67.9,61.5,2,66.1,0.6468,0.2,0.5837,0
7.06,75.5,52.1,0,1,3,0,6,4,56.4,48.7,0,63.9,0.6722,0.3467,0.5091,0
8.83,95.9,89.9,0,0,0,1,4,4,77.8,29.2,1,62.4,0.906,0.04,0.5135,1
6.38,65.4,68.6,1,1,1,0,4,3,68.3,48.5,2,70.2,0.654,0.2267,0.4448,0
6.3,93.8,66.4,0,3,0,0,3,3,20.0,72.5,2,37.0,0.7152,0.5,0.27,1
7.42,72.1,88.7,1,0,1,3,8,5,43.3,20.0,1,40.8,0.773,0.18,0.5698,0
8.13,93.4,67.8,1,0,2,0,2,7,61.0,78.9,1,78.8,0.8094,0.12,0.5231,0
7.21,81.0,73.2,0,0,1,0,7,6,63.0,64.8,0,62.8,0.7461,0.06,0.6391,1
8.66,75.7,58.2,0,3,3,1,6,5,70.7,51.0,0,46.8,0.7679,0.72,0.5922,1
8.14,71.2,50.2,0,0,3,1,2,7,85.9,59.9,2,23.3,0.7106,0.22,0.5976,1
8.13,64.5,60.1,1,0,4,4,7,5,68.6,71.3,2,32.6,0.7177,0.4,0.6157,1
7.81,72.9,96.4,0,1,1,5,5,3,20.5,55.6,0,37.8,0.8138,0.4267,0.3314,1
9.76,82.8,76.2,0,1,2,1,3,4,61.6,71.1,4,44.9,0.8855,0.3267,0.4347,1
6.97,71.8,71.6,0,1,0,1,6,4,79.9,69.5,4,60.5,0.7072,0.2067,0.5797,1
5.0,68.2,55.3,1,3,1,1,4,3,60.0,58.0,0,30.4,0.5586,0.6,0.42,0
8.96,69.0,79.8,0,0,2,1,5,6,61.7,36.1,0,45.5,0.8203,0.16,0.575,1
6.7,83.9,50.3,0,1,2,1,4,6,49.1,53.3,1,32.3,0.6705,0.3267,0.5073,0
7.32,86.7,47.6,0,1,2,0,3,1,75.1,20.3,4,47.4,0.7018,0.2867,0.3553,0
8.64,64.0,60.7,0,0,3,0,3,4,51.6,62.6,1,97.9,0.7438,0.18,0.4049,0
5.44,64.0,93.4,0,2,0,0,6,1,68.7,47.9,1,76.4,0.6653,0.3333,0.426,1
5.82,76.6,92.7,0,1,4,1,6,4,65.7,44.5,3,65.3,0.7142,0.4467,0.5371,1
5.44,90.3,62.1,1,0,0,2,5,4,59.0,66.1,0,45.6,0.6531,0.08,0.4869,0
6.33,85.8,59.2,0,0,5,3,4,8,66.7,33.4,3,35.6,0.6788,0.42,0.6401,1
7.68,57.0,46.7,0,0,2,1,5,7,61.6,56.9,2,53.4,0.6433,0.16,0.6149,1
7.78,68.8,69.0,4,2,0,3,4,6,81.0,49.2,1,27.0,0.7334,0.4533,0.603,0
7.5,60.8,70.1,0,0,2,1,4,3,70.2,51.9,2,66.7,0.7025,0.16,0.4505,0
5.65,68.8,78.3,0,2,1,0,8,2,76.7,59.8,2,51.4,0.6499,0.3933,0.5501,1
4.66,91.3,79.8,0,0,3,2,7,2,44.2,86.0,1,54.5,0.6607,0.26,0.4227,0
7.26,54.9,65.4,0,3,1,1,4,8,43.1,61.8,2,25.0,0.6639,0.6,0.5694,1
6.68,52.6,75.2,0,2,3,4,2,3,59.1,78.1,1,55.9,0.6536,0.6733,0.3574,1
7.71,62.1,58.9,2,0,1,4,2,4,71.5,78.7,2,50.7,0.6876,0.22,0.4345,0
7.97,75.4,75.0,0,0,5,0,4,3,67.6,68.1,2,37.8,0.7747,0.3,0.4427,1
7.35,79.4,61.4,1,2,1,0,5,2,44.5,23.7,3,59.0,0.7197,0.3933,0.3634,0
8.04,77.2,74.0,3,0,2,1,5,5,72.1,50.9,2,47.8,0.7799,0.16,0.5662,0
7.45,86.1,72.9,0,0,3,4,5,5,46.7,36.5,3,60.3,0.7702,0.34,0.4901,1
7.78,50.8,68.9,1,2,1,0,6,1,70.1,100.0,0,66.1,0.6885,0.3933,0.4304,0
6.42,86.3,78.3,0,2,0,3,3,2,63.2,37.9,0,35.5,0.7327,0.4533,0.3595,1
7.0,68.3,47.6,0,1,2,1,8,5,53.9,29.5,1,56.9,0.6397,0.3267,0.6018,1
7.42,80.8,54.2,2,2,2,2,5,4,48.4,20.0,0,56.6,0.7082,0.5333,0.4551,1
8.1,56.1,64.5,0,1,3,0,6,4,60.4,37.4,3,77.4,0.7066,0.3467,0.5212,1
6.77,72.1,49.2,4,1,1,3,4,6,59.5,57.1,0,70.1,0.6416,0.3467,0.5385,0
7.77,74.8,62.7,1,0,3,2,6,2,39.2,73.5,1,48.7,0.7325,0.26,0.3775,0
6.91,85.9,63.1,0,1,4,0,9,3,68.8,36.8,1,47.3,0.7179,0.4067,0.5965,1
7.07,53.0,85.0,0,1,3,1,3,6,78.8,74.9,3,57.7,0.6985,0.3867,0.5665,1
8.11,72.4,69.9,1,1,0,1,3,3,73.5,53.9,0,34.8,0.7612,0.2067,0.4305,0
5.01,59.0,81.4,0,3,0,2,3,5,63.7,46.7,4,37.5,0.6013,0.58,0.481,1
5.77,78.1,71.9,0,1,5,3,4,2,49.9,57.9,0,46.6,0.6637,0.5867,0.3497,1
5.57,81.3,61.0,0,1,3,1,4,3,60.3,79.1,0,15.0,0.6344,0.3867,0.421,0
4.63,87.4,69.7,0,1,2,4,3,1,55.6,55.9,0,37.2,0.6246,0.4467,0.2969,0
6.45,65.6,77.5,4,0,4,0,5,1,60.2,36.2,3,49.0,0.6804,0.24,0.3707,0
8.02,83.1,83.5,0,0,0,3,8,4,74.9,62.2,0,98.0,0.8178,0.12,0.6246,1
6.89,88.3,66.3,0,3,3,4,5,5,56.1,61.9,0,43.4,0.7309,0.84,0.5182,1
7.42,52.3,46.6,1,0,2,2,5,4,24.9,51.8,0,66.9,0.618,0.2,0.3848,0
8.4,79.3,45.7,1,1,3,4,6,7,72.4,72.4,1,51.4,0.7324,0.5067,0.6772,1
8.66,83.5,63.8,2,1,3,1,6,4,65.1,20.0,1,62.9,0.8012,0.3867,0.5354,0
7.12,68.9,40.0,3,2,2,2,7,1,60.7,61.1,0,35.5,0.6284,0.5333,0.4321,0
8.69,57.5,91.3,0,1,0,0,5,5,36.9,68.3,1,27.2,0.8065,0.1667,0.4606,1
7.3,83.3,75.8,0,0,4,1,5,2,43.0,30.4,2,79.8,0.7628,0.28,0.3591,0
6.28,57.6,59.7,1,0,3,2,3,5,45.1,29.8,1,31.1,0.6073,0.26,0.4254,0
6.55,69.9,53.6,0,1,2,3,6,1,47.5,72.0,1,81.7,0.6359,0.4067,0.3625,1
5.57,71.5,81.4,1,0,5,4,3,4,49.2,75.0,3,48.3,0.6608,0.46,0.3975,0
6.22,80.6,53.5,0,1,1,2,3,6,36.7,78.1,2,40.1,0.6464,0.3067,0.4402,1
6.81,64.5,54.8,2,0,2,3,5,6,96.7,43.2,2,45.7,0.6384,0.24,0.6802,0
8.08,63.8,58.0,1,0,5,3,8,4,85.0,58.4,0,83.8,0.7088,0.42,0.6551,1
9.09,73.2,69.5,1,3,2,3,6,4,63.0,60.7,1,42.4,0.8113,0.74,0.529,1
5.68,84.1,76.1,0,2,3,0,5,4,57.4,26.0,1,48.1,0.6843,0.5133,0.4822,1
7.63,99.4,83.5,4,1,3,1,3,4,90.9,57.7,1,72.6,0.839,0.3867,0.5226,1
6.06,53.9,81.6,1,0,2,1,8,6,87.2,57.4,0,63.5,0.6415,0.16,0.7417,0
7.72,75.8,68.0,2,3,1,3,5,3,44.7,67.7,1,92.4,0.7456,0.68,0.404,1
7.06,59.0,81.3,2,1,3,2,4,3,62.5,45.3,1,76.0,0.7034,0.4267,0.4274,0
5.19,84.2,59.3,0,3,2,3,6,1,54.7,76.3,1,42.5,0.6181,0.74,0.3842,1
8.22,60.7,44.3,0,0,2,4,4,6,53.2,56.4,0,78.4,0.6737,0.28,0.5195,1
6.53,63.9,59.3,0,0,2,2,4,4,55.0,84.1,0,20.4,0.6347,0.2,0.4451,0
6.61,64.9,57.5,1,1,0,3,4,2,56.5,67.7,1,68.9,0.6368,0.2867,0.3694,0
6.02,71.1,59.8,1,2,0,2,4,6,61.8,59.7,1,43.2,0.6283,0.4133,0.5454,0
6.48,75.9,55.5,0,0,2,2,3,4,61.9,34.9,1,65.7,0.6525,0.2,0.4357,0
7.67,77.8,62.0,4,0,3,1,3,3,83.9,32.6,2,90.3,0.7331,0.22,0.4617,0
6.99,71.9,76.1,0,1,2,4,7,6,43.5,82.2,1,24.9,0.7196,0.4467,0.5804,1
7.56,56.0,90.3,1,3,1,3,6,4,75.4,69.9,0,71.6,0.7439,0.68,0.5662,1
7.6,80.7,45.6,0,1,2,3,4,1,38.6,50.2,0,70.1,0.6957,0.4067,0.2759,1
8.65,71.4,51.3,0,2,3,1,7,6,62.3,47.9,1,66.9,0.7392,0.5533,0.6368,1
6.82,85.9,57.7,0,1,1,1,6,3,76.8,58.8,1,37.4,0.7003,0.2667,0.5303,1
5.58,63.5,78.0,1,2,2,3,4,10,68.2,32.1,1,53.4,0.6324,0.5733,0.7247,0
8.37,52.8,65.3,1,1,3,4,3,3,52.3,47.0,0,37.7,0.714,0.5067,0.3669,1
6.84,71.6,58.6,0,0,2,5,6,1,63.1,65.4,3,62.7,0.6672,0.32,0.4094,1
8.43,87.6,77.3,0,1,2,2,8,8,87.7,67.7,1,31.5,0.8335,0.3667,0.8232,1
7.62,73.9,80.4,1,1,3,2,5,4,47.3,48.7,0,47.1,0.767,0.4267,0.452,0
7.06,69.6,67.8,0,1,1,0,7,5,68.2,82.2,2,66.3,0.6962,0.2267,0.6146,1
7.58,61.6,57.4,1,0,1,3,5,5,75.4,72.8,0,41.8,0.6765,0.18,0.5761,0
9.35,93.1,71.5,0,1,0,1,7,2,51.0,41.9,0,47.9,0.8788,0.2067,0.443,1
9.48,59.6,65.0,2,2,3,3,5,1,89.2,33.3,2,38.7,0.7858,0.6333,0.4577,1
7.28,63.3,64.9,1,0,4,0,1,8,95.3,65.1,3,59.6,0.6842,0.24,0.636,0
7.38,78.8,61.3,0,2,2,4,4,1,77.7,47.3,1,52.5,0.7193,0.6133,0.3931,1
8.38,49.7,80.0,1,0,5,1,5,8,77.7,44.1,1,41.8,0.7436,0.34,0.7032,1
6.27,87.3,71.2,0,0,3,0,7,5,26.9,58.8,1,43.6,0.7098,0.18,0.4907,0
7.57,79.5,81.5,3,0,1,2,5,5,34.2,67.2,1,57.8,0.7807,0.14,0.4527,0
7.17,82.8,85.4,1,1,1,2,5,3,56.5,68.5,2,36.0,0.779,0.3067,0.4394,0
7.55,78.7,74.0,0,0,2,3,4,9,46.2,55.9,2,54.2,0.7589,0.24,0.6185,1
6.28,70.1,61.4,1,1,2,2,8,3,69.3,20.0,0,55.6,0.6429,0.3667,0.5678,0
5.45,59.2,81.5,0,1,2,2,8,3,20.0,71.2,0,57.8,0.6245,0.3667,0.42,1
4.92,70.3,74.1,2,1,2,0,4,6,69.1,41.3,2,45.5,0.6069,0.2867,0.5674,0
5.97,60.3,100.0,3,2,2,3,2,3,54.8,60.2,1,65.9,0.6993,0.5733,0.3445,0
6.7,77.8,72.0,1,3,1,5,2,2,48.2,52.9,3,72.3,0.7094,0.76,0.2847,1
6.88,81.7,77.1,0,0,2,3,6,4,92.3,93.1,0,66.7,0.7408,0.24,0.617,1
9.33,89.7,71.8,1,0,3,0,5,6,52.5,90.0,4,58.8,0.8703,0.18,0.5474,0
8.42,76.5,66.7,0,0,3,3,4,8,28.9,47.2,0,29.3,0.7788,0.3,0.5267,1
6.14,83.1,64.6,0,1,1,1,5,9,66.2,32.1,0,85.2,0.6764,0.2667,0.7087,1
7.58,68.4,71.8,3,0,3,4,3,1,64.9,33.5,3,56.1,0.7298,0.34,0.3246,0
6.75,66.3,74.8,0,1,1,0,6,6,54.9,59.6,1,60.6,0.6902,0.2267,0.5846,1
6.89,77.7,83.0,0,1,1,0,4,2,100.0,45.8,0,42.3,0.7461,0.2267,0.5,0
7.4,67.4,72.0,0,1,3,0,3,3,61.8,36.1,1,51.1,0.7186,0.3467,0.3953,1
7.88,75.2,62.0,4,0,4,3,4,3,76.3,46.1,1,76.2,0.7371,0.36,0.4688,0
6.83,59.3,63.8,3,0,4,2,4,3,63.8,62.7,4,69.1,0.6489,0.32,0.4314,0
8.37,61.4,50.8,0,0,1,2,6,2,80.9,53.7,2,49.4,0.6991,0.14,0.5026,1
5.94,79.6,89.6,0,2,1,1,7,1,52.0,46.8,2,82.5,0.7202,0.4333,0.4061,1
7.21,82.6,61.0,2,1,3,3,7,7,38.9,48.9,1,36.8,0.7194,0.4667,0.6066,0
10.0,60.2,80.6,0,1,3,1,5,6,71.8,52.2,0,24.7,0.8519,0.3867,0.6053,1
7.45,80.0,71.6,3,1,2,0,5,4,63.4,58.8,2,20.3,0.7514,0.2867,0.5002,0
8.78,65.6,71.9,2,1,0,3,4,2,72.3,59.8,0,69.3,0.7827,0.2867,0.4169,0
7.3,72.2,66.5,1,0,2,2,2,7,46.9,27.0,0,42.5,0.7117,0.2,0.4807,0
7.84,89.0,57.8,0,0,0,2,5,4,66.6,57.8,1,52.5,0.7588,0.08,0.5099,0
7.14,81.7,55.4,1,0,1,1,3,3,29.3,48.8,2,74.7,0.6996,0.1,0.2979,0
7.01,81.6,90.5,4,0,2,2,7,1,49.4,37.8,1,60.9,0.7807,0.2,0.3981,0
6.34,94.9,69.5,0,0,1,0,5,5,45.3,48.7,1,33.6,0.7281,0.06,0.4859,0
7.67,63.6,82.6,2,1,3,1,6,4,66.9,74.7,4,84.2,0.7491,0.3867,0.5408,1
6.26,60.2,86.0,0,0,2,1,4,5,49.3,68.7,0,49.8,0.6786,0.16,0.4679,0
7.93,63.3,62.7,4,0,2,2,4,5,33.3,56.7,0,53.9,0.7116,0.2,0.4199,0
8.39,68.9,73.5,1,0,2,1,6,6,47.8,39.7,0,42.2,0.7758,0.16,0.5633,0
7.6,45.0,68.6,0,0,4,1,5,5,68.8,31.9,1,34.9,0.6641,0.28,0.5563,1
6.89,69.5,53.0,0,0,2,1,6,4,60.4,39.0,2,59.1,0.6504,0.16,0.5211,1
7.7,65.5,65.6,0,0,3,1,5,6,44.6,55.2,1,29.1,0.7126,0.22,0.5238,1
6.86,81.4,75.6,0,0,2,1,6,6,73.1,55.6,1,53.5,0.7356,0.16,0.6393,1
8.23,76.2,61.5,2,3,2,2,6,7,86.2,43.9,1,83.5,0.7558,0.7,0.7185,1
5.19,64.8,63.8,0,0,4,1,1,2,74.4,69.9,1,68.5,0.5807,0.28,0.3331,1
6.83,79.1,65.7,3,0,1,1,5,7,20.0,61.5,0,58.7,0.7036,0.1,0.49,0
5.01,80.7,95.4,0,1,1,2,7,1,62.3,20.0,0,35.2,0.6908,0.3067,0.4368,0
5.56,62.8,44.2,1,0,4,1,3,6,55.4,56.9,0,53.9,0.5451,0.28,0.4963,0
8.7,66.1,74.5,3,1,2,2,2,3,21.4,67.8,0,40.7,0.7865,0.3667,0.2441,0
8.18,45.3,64.7,1,0,1,2,5,6,34.8,58.4,0,81.0,0.6842,0.14,0.4943,0
6.41,58.9,59.7,2,2,5,3,6,7,72.4,64.9,0,46.5,0.6169,0.7533,0.6771,1
5.55,63.1,64.4,4,2,1,2,4,5,61.3,50.5,1,40.9,0.5961,0.4733,0.504,0
4.0,72.9,76.7,1,1,2,1,7,4,59.5,53.9,1,51.1,0.5739,0.3267,0.5484,0
6.6,60.7,77.4,1,0,3,1,8,4,46.3,54.2,0,40.9,0.6753,0.22,0.5389,0
9.86,65.8,70.4,0,1,3,1,2,4,77.5,58.1,0,59.2,0.8338,0.3867,0.4524,1
7.68,57.3,82.2,0,0,2,3,4,7,35.9,45.2,0,87.8,0.7327,0.24,0.5076,0
6.58,74.1,84.5,0,1,0,0,1,4,42.0,73.6,2,55.1,0.7256,0.1667,0.3161,0
7.71,77.1,78.6,2,0,3,1,6,1,52.3,79.2,1,38.4,0.7749,0.22,0.3768,0
